AlwaysSimulateESG,true
InflationAdjusted,false
InflationModel,1100701
PercentileInterpolation,PERCENTILE.EXC
Scenarios,5000
Threads,
effective_date,2016-12-31
name,ESGoutputs_July2016
output_file,c:\Foresight\Results\ESGoutputs_July2016.csv
threads,
time_step_sizes,
time_steps,30
version,1.5.1.7
build_notes,FSCE-308 - Fix spelling error in input parsing. Fri Feb 3 15:16:55 AUSEDT 2017 4446e8aae0193b05001f8989587ec87749ebea1d

Operator Key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,all
PERCENTILE::QInternationalLargeCapEquitiesHedge_TOTALRETURN::OInternationalLargeCapEquitiesHedge_TOTALRETURN_Percentiles::TOTALRETURN::%5,0.00000000000000000000,-0.19995214934240071000,-0.19557215736971378000,-0.18082444698924352000,-0.19554411681911155000,-0.18599707860793219000,-0.18608275121282283000,-0.18857118858623612000,-0.17997164202090885000,-0.18579079031327769000,-0.17125490455268277000,-0.18757491314901642000,-0.18227133655822050000,-0.18433898359515466000,-0.18749948239851744000,-0.18566698889667346000,-0.17798987767063901000,-0.18818056910672354000,-0.18515493665611224000,-0.18150617276142089000,-0.19385456852174004000,-0.18584783775241728000,-0.18715539716303095000,-0.18276720368856211000,-0.17715628414710546000,-0.19398260967745282000,-0.17450148129884457000,-0.17587725389219744000,-0.18505903126278825000,-0.18090724256478832000,-0.18499399160045427000,
PERCENTILE::QInternationalLargeCapEquitiesHedge_TOTALRETURN::OInternationalLargeCapEquitiesHedge_TOTALRETURN_Percentiles::TOTALRETURN::%50,0.00000000000000000000,0.06547384731106409300,0.06932095120907733100,0.07944012226173746700,0.08099799298437948500,0.08411045814573103700,0.08406928575509586800,0.08304498984355135300,0.08994781268820051200,0.08888396215505478500,0.09295670053886584400,0.09221316294951431600,0.09513719807099285700,0.09066493606015735300,0.08812328508047495600,0.09272267887268859100,0.09274668179899159300,0.09478366914499225500,0.08763529871545028300,0.09229125332354193300,0.08976394812856580700,0.09394815702738246200,0.09069675523229747700,0.09451601856289859600,0.09423420872993160100,0.09154473668035001400,0.08936643318132475600,0.09356729126826868200,0.08858719993477193200,0.09193539598471911500,0.09625046513812540700,
PERCENTILE::QInternationalLargeCapEquitiesHedge_TOTALRETURN::OInternationalLargeCapEquitiesHedge_TOTALRETURN_Percentiles::TOTALRETURN::%75,0.00000000000000000000,0.17130977263116748000,0.18505897647916036000,0.18891031914919520000,0.19137861402073325000,0.19465249356943531000,0.19898897288014578000,0.19743509238416512000,0.20087214298253581000,0.19785489884555441000,0.20627331971835605000,0.21057574060574430000,0.20786920614724747000,0.20301132357562468000,0.21005118784673921000,0.20729103235175422000,0.20679696785108664000,0.21060780337318918000,0.20295627108992609000,0.20603390158331714000,0.20342821499536140000,0.20808946887472235000,0.20240949093937283000,0.21037444496012653000,0.20581809104703008000,0.20915885312357968000,0.20415211277231826000,0.21362491358328267000,0.20743729308629727000,0.21080449482267866000,0.21343802960986230000,
PERCENTILE::QInternationalLargeCapEquitiesHedge_TOTALRETURN::OInternationalLargeCapEquitiesHedge_TOTALRETURN_Percentiles::TOTALRETURN::%95,0.00000000000000000000,0.36636340775794768000,0.38451529268960422000,0.39242354236108612000,0.40150835067621660000,0.38852614716871942000,0.40660551833071973000,0.40739069444254228000,0.40540378525930182000,0.40290885155022671000,0.40840970219356032000,0.42207124922531769000,0.41875280824146827000,0.40165507655660565000,0.41378797157985348000,0.43110725674489148000,0.40712832666600013000,0.40771413451363719000,0.40693050927385893000,0.41547033995366156000,0.40857245573342382000,0.40955716776706569000,0.41014066773576158000,0.40945984784629824000,0.43096444291515429000,0.41687157578689438000,0.41203338461663530000,0.41416170100796523000,0.41859559856113970000,0.40829671680427926000,0.41511926431568319000,
PERCENTILE::QInternationalLargeCapEquitiesHedge_TOTALRETURN::OInternationalLargeCapEquitiesHedge_TOTALRETURN_Percentiles::TOTALRETURN::%99,0.00000000000000000000,0.59106303482971279000,0.58721231361394011000,0.60937447573143155000,0.64081044711422419000,0.63582340301455309000,0.61491314057448088000,0.65682084985637257000,0.68243378102931840000,0.62945735621355370000,0.60886241148497344000,0.67606543609171665000,0.65775912587320318000,0.63034773376613151000,0.65978039360623197000,0.62465612952784877000,0.61103627314432596000,0.61416893547520102000,0.62480409911446477000,0.58309940260996362000,0.67408150657521060000,0.64124192435043914000,0.64206886788104001000,0.61796598323421581000,0.66901636897220140000,0.64804890063159726000,0.68240577433552729000,0.66993545671647414000,0.66279079652674699000,0.67801155736376018000,0.62914244000091335000,
PERCENTILE::QInternationalLargeCapEquitiesUnhedge_TOTALRETURN::OInternationalLargeCapEquitiesUnhedge_TOTALRETURN_Percentiles::TOTALRETURN::%1,0.00000000000000000000,-0.35466010134366244000,-0.35319913331417424000,-0.33880534635892418000,-0.35229942792296964000,-0.33593515271531532000,-0.33482418367006578000,-0.35415844072118730000,-0.34874146120075988000,-0.34067731231166903000,-0.32063039861096637000,-0.36180889160038721000,-0.31291286863714041000,-0.35643371307349819000,-0.33323208387131220000,-0.32587535995384287000,-0.33180206693063480000,-0.35669031330965012000,-0.35029079289993942000,-0.33682308703483599000,-0.37069473729925251000,-0.34036152747886583000,-0.33376657658619763000,-0.33500475701865517000,-0.34334091504332659000,-0.34447241442098026000,-0.32297185848692694000,-0.33934415426682651000,-0.35527115559286748000,-0.32527630659538015000,-0.35733322240684545000,
PERCENTILE::QInternationalLargeCapEquitiesUnhedge_TOTALRETURN::OInternationalLargeCapEquitiesUnhedge_TOTALRETURN_Percentiles::TOTALRETURN::%25,0.00000000000000000000,-0.03828425338879665200,-0.02943114435043162100,-0.02372160125414049500,-0.02190999356170897400,-0.02059620604174378100,-0.02106999826727917700,-0.02355124299398492200,-0.01686807158492983900,-0.01680968316873018800,-0.01754799821345967600,-0.01328405651765368600,-0.01484330544396675300,-0.01667129075982945500,-0.01466901915318980000,-0.01961939704203327600,-0.01101672325725430700,-0.01466201878458597800,-0.01329388637836817500,-0.01186898171503933400,-0.01828888109222306900,-0.01634988868001585600,-0.01243436154169988400,-0.01411529703195812900,-0.00764814597404842030,-0.01544821968153692300,-0.01419983761897855600,-0.01852617170394232900,-0.01065551513064030800,-0.01430888659444479200,-0.01623712042745703600,
PERCENTILE::QInternationalLargeCapEquitiesUnhedge_TOTALRETURN::OInternationalLargeCapEquitiesUnhedge_TOTALRETURN_Percentiles::TOTALRETURN::%5,0.00000000000000000000,-0.18604968718771997000,-0.18599046204069694000,-0.18143249565083877000,-0.17938359871497561000,-0.17983865737648855000,-0.17477812739285731000,-0.17371530588799852000,-0.17386325279980230000,-0.18157261205135738000,-0.17689282011915350000,-0.17000687754650609000,-0.16785997793510221000,-0.17798666036690067000,-0.17286259685243666000,-0.16900232169656335000,-0.16540711410946612000,-0.18369764578240758000,-0.17391577090098134000,-0.17569008098199240000,-0.18119404495704630000,-0.17309582423902520000,-0.16763744953148008000,-0.17196066342628724000,-0.16638374134613906000,-0.17809713543610917000,-0.17101971835281859000,-0.17632936552994230000,-0.17229791777305645000,-0.17570965355006568000,-0.17913993410591758000,
PERCENTILE::QInternationalLargeCapEquitiesUnhedge_TOTALRETURN::OInternationalLargeCapEquitiesUnhedge_TOTALRETURN_Percentiles::TOTALRETURN::%50,0.00000000000000000000,0.06566732209317260900,0.07034082433619537300,0.07603545289658209000,0.07991201540170300700,0.08348251056669520100,0.08112116730100615800,0.08034648707096825300,0.09365382250567355600,0.09026968235978083400,0.09054400721296662600,0.09489717858917345900,0.08814379100251557000,0.09175031639505359900,0.08841046499776428200,0.08713715519809384100,0.09004087267507177000,0.09640393997925400500,0.09309177774238064400,0.09132369996746447800,0.08820716169906150900,0.09378311561524321800,0.09706998375248865300,0.09295197907672792000,0.09654679102929064600,0.09145470714803116700,0.09257454852238933300,0.09426616369754703400,0.09130577074717161100,0.08961510903824443400,0.08770655572653540700,
PERCENTILE::QInternationalLargeCapEquitiesUnhedge_TOTALRETURN::OInternationalLargeCapEquitiesUnhedge_TOTALRETURN_Percentiles::TOTALRETURN::%75,0.00000000000000000000,0.17790740256744103000,0.18340085466386391000,0.18397192940438239000,0.19500419362098043000,0.19652513195356985000,0.19471311681915004000,0.20283179766617587000,0.20701848869516881000,0.19858826364260668000,0.20710945372118517000,0.20696880647837645000,0.20516849777549506000,0.20303081353076591000,0.20792959748145018000,0.20748849750903675000,0.21064119220686350000,0.20440802218694332000,0.20792089025684402000,0.20523410570284395000,0.20228125189576468000,0.21353340777919416000,0.20776331385615532000,0.20594528160394288000,0.20625318676991827000,0.20727505589716039000,0.20774702714479543000,0.21052299746882097000,0.20715915978833893000,0.20976530790611886000,0.20696307858146545000,
PERCENTILE::QInternationalLargeCapEquitiesUnhedge_TOTALRETURN::OInternationalLargeCapEquitiesUnhedge_TOTALRETURN_Percentiles::TOTALRETURN::%95,0.00000000000000000000,0.36695580453071419000,0.38051597409609639000,0.38794491081559845000,0.39494305535739582000,0.39084791041465711000,0.39280622992906455000,0.40003366489357806000,0.41103209033392973000,0.40147926239381776000,0.41733427611476887000,0.40418988983043075000,0.41436032125772154000,0.40254281314144280000,0.42210125296818651000,0.41470620394272750000,0.41080788121217798000,0.41112312518387584000,0.40156089371421894000,0.41963071761869991000,0.40004270153113208000,0.41530135957109726000,0.41545893135426060000,0.41216451728493825000,0.41323983023363897000,0.40072767091911282000,0.40643573525566529000,0.41259402915931059000,0.40725648173036683000,0.42008091564220262000,0.40808322568047506000,
PERCENTILE::QInternationalLargeCapEquitiesUnhedge_TOTALRETURN::OInternationalLargeCapEquitiesUnhedge_TOTALRETURN_Percentiles::TOTALRETURN::%99,0.00000000000000000000,0.60759591953626824000,0.58726505771354864000,0.58625701230241967000,0.67130598693813259000,0.68429055086272261000,0.63388374257223246000,0.64279800025175449000,0.63435582296504889000,0.65507289231807342000,0.63991373682138786000,0.65957937578962855000,0.67090758151701790000,0.60079491018269615000,0.67914424564188181000,0.68660151350874310000,0.63173929941061346000,0.63740309479414636000,0.64360092190747775000,0.65108375595405066000,0.64644039383774343000,0.66396907327382504000,0.70051311542292138000,0.68977333672032970000,0.65634333457613614000,0.63389642066674567000,0.65000184115178250000,0.64344673887498727000,0.64534738313699103000,0.64071453084536512000,0.63047337092576983000,
VOLATILITY::QAWE_RATE::OAWE_RATE_Volatility::RATE::,0.00000000000000000000,0.01154287615505559000,0.01502469754915144700,0.01694714678732774100,0.01810775947292479400,0.01890336523124256900,0.01946657708137976600,0.01986192682386362200,0.01995562896358133900,0.02015533111531723000,0.02023181465714683800,0.02028118710031558100,0.02042637047575153800,0.02048657483868026500,0.02028072360242983200,0.02051467435265302800,0.02061085704071054200,0.02066966326274354700,0.02066882480956591000,0.02059326027976227400,0.02077263288258600000,0.02077473924641478500,0.02085408213572086100,0.02093387956013258200,0.02082009669030085400,0.02070957825190617900,0.02066177739082180100,0.02050976204546526100,0.02040643313474329800,0.02041435323960191800,0.02066506722183070900,
VOLATILITY::QAustralianCash_TOTALRETURN::OAustralianCash_TOTALRETURN_Volatility::TOTALRETURN::,0.00000000000000000000,0.00000000000100851644,0.00692886947715213270,0.01086385301185962800,0.01340141896673051500,0.01515836612179115500,0.01629230910776945400,0.01693939355919361200,0.01728348465690061200,0.01760464580361117300,0.01794370715430395800,0.01794044087802957100,0.01815309071995538000,0.01806353922319985800,0.01792926333252271200,0.01792756790275476500,0.01790741791627039100,0.01805331703282386800,0.01812164866814132100,0.01805458789544572500,0.01795509724931764300,0.01792606370445691500,0.01784336505112316500,0.01792930470542246000,0.01784673037284077700,0.01792801591884007200,0.01821082776207759400,0.01821410881381522300,0.01807857729443303900,0.01797978151263253400,0.01792873452969939700,
VOLATILITY::QAustralianDirectProperty_TOTALRETURN::OAustralianDirectProperty_TOTALRETURN_Volatility::TOTALRETURN::,0.00000000000000000000,0.07708406398998868300,0.07654968878246618000,0.07675276173894571300,0.08054928293782896700,0.07911444833847594600,0.07965893163984350000,0.08150540005872977700,0.07747112505705217000,0.08475620692825160100,0.08071680097054297100,0.08395952928218634900,0.08343253755653555500,0.08313823526987827700,0.08423867165716911200,0.08069617353892050100,0.08370898204550694700,0.07933063065330435400,0.08320460750499357500,0.07856198641469450100,0.08027081010169899400,0.07910885205655417100,0.07993524165230096700,0.08155018635130130400,0.08078014160626424700,0.08442653431367719300,0.08573856377245667200,0.08377747401643857700,0.08311794251758979100,0.08119087357197640700,0.08366735214511017400,
VOLATILITY::QAustralianEquities_TOTALRETURN::OAustralianEquities_TOTALRETRUN_Volatility::TOTALRETURN::,0.00000000000000000000,0.16611788844197503000,0.16660245968590215000,0.16559301829999187000,0.17169246190472437000,0.16531555521498575000,0.16655158735003905000,0.16926204146935847000,0.16830818410513590000,0.17232588384016714000,0.16867826309145775000,0.17093337141182896000,0.17142208755552901000,0.17039862487333751000,0.17088802807390047000,0.17281672501769124000,0.16912180723802475000,0.17369883829933447000,0.16555933208364135000,0.17052138830987881000,0.16832987614331307000,0.16813759377347140000,0.16941572607950109000,0.16940588259149328000,0.17088791007456544000,0.17057276880946787000,0.17267204605288664000,0.17380228443066639000,0.17107957853017061000,0.17259343972514768000,0.17075993125536953000,
VOLATILITY::QAustralianFixedInterestCorp_TOTALRETURN::OAustralianFixedInterestCorp_TOTALRETURN_Volatility::TOTALRETURN::,0.00000000000000000000,0.04397453432023784600,0.04557064358481408700,0.04608281072830166400,0.04704333479543491200,0.04851438134149044900,0.04785452766929351700,0.04831801465690378100,0.04831082734208215500,0.04736719448923822800,0.04752899585821026400,0.04786395505094549100,0.04671096081754529100,0.04945329039888615700,0.04858215341557914300,0.04898918855138914600,0.04915898639532668300,0.04776476406780186300,0.04851490616801923400,0.04842614191508035100,0.04848714248584925400,0.04816293336246905300,0.04894897691088662100,0.04862793720603037600,0.04749385066680744700,0.04860880590360122000,0.04892267249013680700,0.04894944715794247200,0.04802937073771338500,0.04841917734582823500,0.04833498232816565300,
VOLATILITY::QAustralianFixedInterestGovt_TOTALRETURN::OAustralianFixedInterestGovt_TOTALRETURN_Volatility::TOTALRETURN::,0.00000000000000000000,0.04327279190804531100,0.04574970070705643800,0.04465594089475525400,0.04790276994725757600,0.04850844000998823900,0.04856696396054535600,0.04846853420038412000,0.04925574856347740600,0.04720269773487335100,0.04804632679437427500,0.05052435088558061100,0.04792684185442407800,0.04971297864097760200,0.05059074754272370500,0.04757810405006156900,0.04578572080189451800,0.04621684296835443900,0.04938341591618879800,0.04818938924061175200,0.04910687253687627500,0.04977550520185555100,0.04780717767467079100,0.04625161212881616400,0.04614540095866308900,0.04786586359284179800,0.04778384825491114500,0.04696904036506176200,0.04785352332545380500,0.04844031180855838700,0.04668959499249572500,
VOLATILITY::QAustralianInfrastructure_TOTALRETURN::OAustralianInfrastructure_TOTALRETURN_Volatility::TOTALRETURN::,0.00000000000000000000,0.13149616429335501000,0.12850376701643670000,0.12966075762810447000,0.13278978697250299000,0.13460604523497866000,0.13137222448542912000,0.13500005825144631000,0.13436520332525828000,0.13881961154729372000,0.13508934129603231000,0.13682000712986353000,0.13853401751420805000,0.13780893808052003000,0.13269466679735739000,0.13697209625190412000,0.13689633788848923000,0.13596135057423062000,0.13423086428084027000,0.13590609955368135000,0.13341330295741308000,0.13301452846450931000,0.13494993478950593000,0.13343881746463782000,0.13604141557111957000,0.13880128375916917000,0.13490113154374528000,0.13837637064248096000,0.13303529352032495000,0.13539511572507826000,0.13692297260869901000,
VOLATILITY::QAustralianListedProperty_TOTALRETURN::OAustralianListedProperty_TOTALRETURN_Volatility::TOTALRETURN::,0.00000000000000000000,0.14816648857776507000,0.15407982470592102000,0.15284160101458200000,0.15611196314615056000,0.14916870797371271000,0.15540449474941620000,0.16007381025040790000,0.15451325894569354000,0.15515284038506205000,0.15308191972995483000,0.15491773316773561000,0.15340895384298031000,0.15709822802371690000,0.15964925183267958000,0.14714226361926011000,0.15070800291449407000,0.14812940554824050000,0.15790598714419726000,0.15531369759102895000,0.16462917156778872000,0.15035626037247388000,0.15130890771711195000,0.15465347669519100000,0.15744719016759604000,0.14523213410901292000,0.15251682518898832000,0.15481385836386308000,0.15457915459598082000,0.15554515445506173000,0.14665772239236141000,
VOLATILITY::QCPI_RATE::OCPI_RATE_Volatility::RATE::,0.00000000000000000000,0.01152052789708058100,0.01508666369392115700,0.01695098066425480100,0.01796428648533232200,0.01876681625931368700,0.01917782305569563900,0.01914786916723920300,0.01959239576055261900,0.01979531367252100600,0.01981945939853954300,0.01964649398779731000,0.01969684911513294000,0.01977168350644199800,0.02000368425659223100,0.01985569691205938900,0.02001344869136471900,0.01997874865429693000,0.02014779993293934800,0.02035530479551316000,0.02030571954915533900,0.02035029559896650600,0.02016581573724556000,0.02022550822035843300,0.02022004254703873100,0.02042531535660589000,0.02040443644622901700,0.02050695672811929700,0.02048573965035883600,0.02042050800397135800,0.02038620141222587500,
VOLATILITY::QEmergingMarketEquities_TOTALRETURN::OEmergingMarketEquities_TOTALRETURN_Volatility::TOTALRETURN::,0.00000000000000000000,0.26211855288306291000,0.27338619691493088000,0.26360181837478802000,0.27260902176560836000,0.26954132437261258000,0.25739830762936733000,0.27416120651053050000,0.26689690358692930000,0.27825359730572274000,0.27231890104222783000,0.28058155177454314000,0.26347922065935353000,0.27253876923169906000,0.27171714317246770000,0.27400638302006736000,0.26549858087169292000,0.27121041701438769000,0.27224564677727181000,0.27310220635392068000,0.27389698729835393000,0.27699748121419221000,0.26640335707371093000,0.26507101573780789000,0.28088861947554389000,0.27750160602006368000,0.26522805710458930000,0.26936459052743678000,0.26856487789845723000,0.27772271267493076000,0.27803373258321867000,
VOLATILITY::QInternationalAlternatives_TOTALRETURN::OInternationalAlternatives_TOTALRETURN_Volatility::TOTALRETURN::,0.00000000000000000000,0.12095048687811127000,0.12060449501465380000,0.12263007738889779000,0.12235810998540859000,0.12336669678390993000,0.12446856733240748000,0.12455053658263378000,0.12433654005964928000,0.12346535049003023000,0.12558087514218988000,0.12187474516070414000,0.12335475424366993000,0.12209835849396043000,0.12317517588400551000,0.12736085187481327000,0.12307605517063377000,0.12727078290769120000,0.12487455248044844000,0.12643166600257671000,0.12099189433504787000,0.12436254976071694000,0.12377378250638421000,0.12632751232531142000,0.12500811869125147000,0.12713999372737542000,0.12457927913907166000,0.12543836524932830000,0.12259153518599386000,0.12453618044169172000,0.12270914445944223000,
VOLATILITY::QInternationalFixedInterestGovernmentBonds_TOTALRETURN::OInternationalFixedInterestGovernmentBonds_TOTALRETURN_Volatility::TOTALRETURN::,0.00000000000000000000,0.04242491910531849500,0.04256435267419728800,0.04418228945138424200,0.04547731109501587000,0.04541770162974873000,0.04820575949079568300,0.04676699830989995000,0.04700426601534548500,0.04712809869093231900,0.04713856856943979300,0.04683604096936944100,0.04726849055894244400,0.04711099543876902400,0.04690288226863580100,0.04532682636702336400,0.04873064219045489300,0.04703208735122229500,0.04661035549975731100,0.04844717853886303800,0.04628509314917497700,0.04726071040717679700,0.04608102150301111200,0.04809166102739065300,0.04638510400533774100,0.04721414838807256500,0.04730671566396434100,0.04685422228630832500,0.04795862637945545000,0.04816632890168086300,0.04684403812621874100,
VOLATILITY::QInternationalLargeCapEquitiesHedge_TOTALRETURN::OInternationalLargeCapEquitiesHedge_TOTALRETURN_Volatility::TOTALRETURN::,0.00000000000000000000,0.17860068947133054000,0.18328584921301772000,0.18288107696205455000,0.18789563066121165000,0.18388671762637143000,0.18509447779529384000,0.18950918444568327000,0.18853865160517880000,0.18752296163898430000,0.18596082804438707000,0.19322257865534168000,0.18881625115618933000,0.18595270107918552000,0.19048314219772053000,0.18954697089807876000,0.18655239941186758000,0.18765035124211094000,0.18702834135317881000,0.18185544093098954000,0.19306835244659989000,0.19071066881026000000,0.18850108915979794000,0.18807530454421201000,0.18967261041859537000,0.19361591734440245000,0.19082793343739596000,0.19209205770739052000,0.19349090280853881000,0.19130483251983829000,0.18822046567560247000,
VOLATILITY::QInternationalLargeCapEquitiesUnhedge_TOTALRETURN::OInternationalLargeCapEquitiesUnhedge_TOTALRETURN_Volatility::TOTALRETURN::,0.00000000000000000000,0.18277362654736862000,0.18320149249978687000,0.18190881457310176000,0.19329279668585286000,0.19406285797558154000,0.18402084317742015000,0.18966783414219782000,0.18867751078879166000,0.18718871185485558000,0.18685910807361250000,0.18963897837823734000,0.19096786828979870000,0.18749416002480612000,0.19235255484576000000,0.19331249541255011000,0.18961523511386458000,0.18848902771326612000,0.18915513816407992000,0.18893981538200155000,0.19591300294778272000,0.19236147971720668000,0.19065040909627662000,0.19470799249822524000,0.18945044290703886000,0.18974204316110987000,0.18847492786028563000,0.19224212973203655000,0.18831639188907881000,0.19059949584520511000,0.18817252579018498000,
